Date,Time(UTC),Lat,Lang,Depth(KM),Magnitude,Region,MainRegion
2/1/2016,23:49:30,26.4,93.4,33,3.7,KARBI ANGLONG,ASSAM
2/1/2016,19:48:37,23.8,93.8,111,3.8,INDIA-MYANMAR BORDER REGION,MYANMAR
1/30/2016,3:25:09,54.1,158.6,152,7,RUSSIA,RUSSIA
1/28/2016,22:47:08,27.1,75.5,10,3.8,JAIPUR,RAJASTHAN
1/26/2016,23:19:09,36.8,70,250,5.4,HINDUKUSH REGION,AFGHANISTAN
1/24/2016,17:09:26,27,92.2,10,3.2,WEST KAMENG,ARUNACHAL PRADESH
1/24/2016,10:30:30,59.6,-153.3,142,7.1,SOUTHERN ALASKA,ALASKA
1/23/2016,4:54:11,36.3,71.5,50,5.1,HINDUKUSH REGION,AFGHANISTAN
1/21/2016,19:22:43,28.1,85.1,10,4.8,NEPAL,NEPAL
1/21/2016,18:06:58,18.8,-107,10,6.6,OFF COAST OF JALISCO,MEXICO
1/20/2016,17:13:12,37.6,101.6,10,6,QINGHAI,CHINA
1/18/2016,0:52:40,26.2,92.6,10,3.5,NAGAON,ASSAM
1/15/2016,19:24:52,11.9,92.5,10,4,SOUTH ANDAMAN ISLAND,ANDAMAN & NICOBAR ISLANDS
1/15/2016,0:25:20,25.2,92.7,10,3,JAINTIA HILLS,MEGHALAYA
1/14/2016,3:25:28,42.1,142.8,52,6.7,HOKKAIDO,JAPAN
1/13/2016,5:47:32,0.6,92.3,30,5.1,NORTHERN SUMATRA.,INDONESIA
1/12/2016,20:04:58,36.6,71.1,220,5.8,HINDUKUSH REGION,AFGHANISTAN
1/11/2016,16:38:12,3.8,126.8,65,6.6,TALAUD,INDONESIA
1/8/2016,9:07:10,36.6,71,225,5.5,HINDUKUSH,AFGHANISTAN
1/7/2016,13:42:58,27.7,93.3,32,4.5,KURUNG KUMEY,ARUNACHAL PRADESH
1/6/2016,10:25:08,25.2,93.2,40,4,NORTH CACHAR HILLS,ASSAM
1/4/2016,9:00:02,24.8,93.5,20,3.4,TAMENGLONG,MANIPUR
1/4/2016,3:57:46,24.9,93.4,20,3.6,TAMENGLONG,MANIPUR
1/3/2016,23:05:16,24.8,93.5,17,6.7,TAMENGLONG,MANIPUR
1/2/2016,8:37:19,36.5,70.9,170,5.8,HINDUKUSH,AFGHANISTAN
1/1/2016,6:54:35,-29.7,80.7,10,3,INDIA-NEPAL BORDER,NEPAL
1/1/2016,2:00:44,-50.5,139.4,40,6,INDIAN OCEAN,INDIAN OCEAN
12/31/2017,0:31:18,27.3,92.7,10,3.2,WEST KAMENG,ARUNACHAL PRADESH
12/30/2017,18:32:07,25.5,91,10,3,WEST KHASI HILLS,MEGHALAYA
12/30/2017,14:36:14,30.6,79.5,10,2.9,CHAMOLI,UTTARAKHAND
12/29/2017,16:19:15,26.8,95.9,110,4.7,MYANMAR INDIA BORDER REGION,MYANMAR
12/29/2017,11:29:38,8.6,92.4,10,5.2,NICOBAR ISLANDS,ANDAMAN & NICOBAR ISLANDS
12/28/2017,11:17:28,30.4,79.2,33,4.7,DISTT CHAMOLI-RUDRAPRAYAG BORDER REGION,UTTARAKHAND
12/27/2017,15:15:52,9,77.2,5,3,TAMILNADU(TIRUNAVELI KATTBOM)- KERALA(KOLLAM)BORDER REGION,TAMIL NADU
12/25/2017,4:14:21,19.8,73.2,5,3.4,PALGHAR,MAHARASHTRA
12/23/2017,15:45:01,23.5,94.1,126,4.9,MYANMAR- INDIA (MANIPUR) BORDER REGION,MANIPUR
12/22/2017,15:58:47,10,93.1,10,5,ANDAMAN ISLANDS,ANDAMAN & NICOBAR ISLANDS
12/21/2017,18:47:11,27.4,92.5,10,3.9,WEST KAMENG,ARUNACHAL PRADESH
12/17/2017,6:20:40,27.6,94.3,10,4.2,DHEMAJI,ASSAM
12/15/2017,21:25:19,26.4,93.7,30,3.3,KARBI ANGLONG ,ASSAM
12/15/2017,16:47:49,-7.4,108.1,10,6.7,JAVA ,INDONESIA
12/12/2017,21:41:32,30.9,57.3,10,6.1,NORTHERN AND CENTRAL,IRAN
12/11/2017,16:49:54,12.3,93.7,116,4.6,ANDAMAN ISLANDS,ANDAMAN & NICOBAR ISLANDS
12/11/2017,3:35:17,25.6,90.6,60,4.7,EAST GARO HILLS,MEGHALAYA
12/10/2017,22:58:54,34.3,78.8,33,4.5,JAMMU AND KASHMIR,JAMMU & KASHMIR
12/9/2017,10:43:07,33.3,76.8,10,4.7,JAMMU AND KASHMIR,JAMMU & KASHMIR
12/8/2017,17:55:52,25.6,91.6,10,3,WEST KHASI HILLS,MEGHALAYA
12/8/2017,2:51:13,27.8,85.5,10,5,NEPAL,NEPAL
12/8/2017,0:22:54,10.1,140.2,10,6.4,W. CAROLINE ISLANDS,MICRONESIA
12/6/2017,23:29:07,35.5,77.6,35,5.4,INDIA( J & K) - XINJIANG BORDER REGION,JAMMU & KASHMIR
12/6/2017,19:39:31,17.6,73.3,15,3.2,RATNAGIRI,MAHARASHTRA
12/6/2017,15:19:54,30.4,79.1,30,5.5,DISTT. RUDRAPRAYAG,UTTARAKHAND
12/5/2017,14:58:33,22.7,86.1,39,3,DIST. EAST SINGHBHUM,JHARKHAND
12/2/2017,23:43:44,27.4,88.3,3,3.8,WEST SIKKIM,SIKKIM
12/2/2017,20:25:06,25.2,93.3,10,3.1,NORTH CACHAR HILLS ASSAM,ASSAM
12/1/2017,2:32:48,30.8,57.3,10,6.2,NORTHERN AND CENTRAL IRAN,IRAN
11/30/2017,11:45:11,30.4,76,10,3.8,DISTRICT (LUDHIANA-SANGRUR)BORDER REGION,PUNJAB
11/30/2017,6:32:51,-1,-23.5,10,6.5,CENTRAL MID ATLANTIC RIDGE,ATLANTIC RIDGE
11/27/2017,7:11:05,-4.3,153.3,10,6,NEW IRELAND REGION,PAPUA NEW GUINEA
11/22/2017,22:31:11,24.6,93.8,21,3.1,BISHUNPUR,MANIPUR
11/20/2017,8:48:00,23.7,94.5,82,5,MYANMAR-INDIA(MANIPUR) BORDER REGION,MANIPUR
11/19/2017,22:43:29,-21.3,168.8,10,6.8,LOYALTY ISLANDS,LOYALTY ISLANDS
11/19/2017,15:09:02,-21.4,168.6,10,6.4,LOYALTY ISLANDS,LOYALTY ISLANDS
11/19/2017,9:25:47,-21.5,168.7,10,6.4,LOYALTY ISLANDS,LOYALTY ISLANDS
11/18/2017,13:02:11,29.9,80.2,20,3.3,DISTT. PITHORAGARH UTTARAKHAND,UTTARAKHAND
11/18/2017,9:51:19,26.4,73.8,10,4.2,JODHPUR,RAJASTHAN
11/17/2017,22:34:14,30.1,95.1,10,6.4,CHINA-INDIA(ARUNACHAL PRADESH) BORDER REGION,ARUNACHAL PRADESH
11/14/2017,18:05:53,24.7,94.3,102,3,UKHRUL,MANIPUR
11/13/2017,9:42:02,36,70,82,5.4,HINDU KUSH REGION,AFGHANISTAN
11/13/2017,2:28:24,9.5,-84.5,10,6.6,COSTA RICA,COLOMBIA
11/12/2017,19:32:10,27.1,92.7,5,3.2,EAST KAMENG,ARUNACHAL PRADESH
11/12/2017,18:18:17,34.8,45.9,10,7.5,IRAN-IRAQ BORDER REGION,IRAN
11/12/2017,5:15:43,29.1,79.2,27,3.6,DISTT. UDHAM SINGH NAGAR,UTTARAKHAND
11/9/2017,23:49:12,17.6,73.6,10,3.8,DISTRICT RATNAGIRI,MAHARASHTRA
11/8/2017,21:22:28,29.9,77.7,10,3.5,SAHARANPUR,UTTAR PRADESH
11/8/2017,4:50:52,24.1,91.2,33,4.8,BANGLADESH-INDIA(TRIPURA) BORDER RREGION,TRIPURA
11/7/2017,21:26:43,-4.2,143.6,160,6.4,NEW GUINEA,PAPUA NEW GUINEA
11/7/2017,19:45:39,26.5,92.6,31,3.6,NAGAON,ASSAM
11/6/2017,3:08:44,29.3,83.1,10,4.7,NEPAL,NEPAL
11/1/2017,2:23:56,-21.7,168.8,10,6.4,LOYALTY ISLANDS,LOYALTY ISLANDS
11/1/2017,0:09:30,-21.7,169,10,6.1,SOUTHEAST OF LOYALTY ISLAND,LOYALTY ISLANDS
10/31/2017,11:50:51,-3.7,127.8,60,6.3,SERAM,INDONESIA
10/31/2017,6:53:07,18.1,76.6,10,3,LATUR,MAHARASHTRA
10/31/2017,0:42:12,-21.9,169.2,10,6.8,SOUTHEAST OF LOYALTY ISLANDS,LOYALTY ISLANDS
10/28/2017,17:45:24,36.2,70.5,100,5.7,HINDUKUSH REGION,AFGHANISTAN
10/28/2017,16:53:50,28.4,76.2,5,3.5,DISTT. MAHENDRAGARH,HARYANA
10/27/2017,8:54:20,32.5,76.4,10,3.7,DISTT. CHAMBA,HIMACHAL PRADESH
10/27/2017,2:37:43,31.3,77.2,10,4.4,MANDI,HIMACHAL PRADESH
10/25/2017,18:20:49,14.1,92.7,10,4.7,ANDAMAN ISLANDS,ANDAMAN & NICOBAR ISLANDS
10/24/2017,10:47:48,-7.1,123.1,563,6.2,BANDA SEA,INDONESIA
10/23/2017,14:23:36,6.3,92.9,30,4.5,NICOBAR ISLANDS,ANDAMAN & NICOBAR ISLANDS
10/23/2017,8:32:40,-52.4,16.9,10,6,SOUTHWEST OF AFRICA,AFRICA
10/19/2017,1:10:22,33.5,76.1,10,4.7,JAMMU &KASHMIR,JAMMU & KASHMIR
10/19/2017,0:54:20,33.6,75.3,10,3.3,JAMMU &KASHMIR,JAMMU & KASHMIR
10/11/2017,6:02:52,19.8,84.1,10,3.2,PHULABANI (KANDHAMAL),ODISHA
10/10/2017,18:53:34,-54,8.5,10,6.5,BOUVET ISLAND REGION,SOUTH ATLANTIC OCEAN
10/10/2017,18:53:34,-54,8.5,10,6.4,BOUVET ISLAND REGION,SOUTH ATLANTIC OCEAN
10/10/2017,6:32:12,-18.4,-69.5,10,6.3,NORTHERN CHILE,CHILE
10/9/2017,19:32:39,12.6,91.9,10,4.3,ANDAMAN ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
10/8/2017,22:34:21,52.4,176.8,120,6.6,RAT ISLANDS,ALEUTIAN ISLANDS
10/6/2017,14:00:29,12.3,95.2,10,4.9,NORTH ANDAMAN SEA,ANDAMAN & NICOBAR ISLANDS
10/6/2017,7:59:34,37.4,143.9,10,6.3,OFF EAST COAST OF HONSHU,JAPAN
10/6/2017,4:36:44,27.8,96,10,4.2,LOHIT,ARUNACHAL PRADESH
10/6/2017,2:10:20,27.7,96,10,3.7,LOHIT,ARUNACHAL PRADESH
10/5/2017,10:25:38,26.8,95.5,66,3.9,TIRAP,ARUNACHAL PRADESH
10/4/2017,21:29:08,26.8,89.3,10,3.7,DISTT. JALPAIGURI,WEST BENGAL
10/3/2017,13:48:34,25.1,94.5,66,4.2,UKHRUL,MANIPUR
10/2/2017,23:31:38,12.9,91.9,10,4.5,ANDAMAN ISLANDS,ANDAMAN & NICOBAR ISLANDS
10/2/2017,11:02:29,32.5,76.7,5,3.1,DISTT. CHAMBA,HIMACHAL PRADESH
10/1/2017,14:35:32,13,92,10,4.5,ANDAMAN ISLANDS,ANDAMAN & NICOBAR ISLANDS
10/1/2017,12:49:01,13,92,10,4.7,ANDAMAN ISLANDS,ANDAMAN & NICOBAR ISLANDS
10/1/2017,12:18:17,28.6,96.1,147,4.5,DIBANG VALLEY,ARUNACHAL PRADESH
9/28/2017,23:27:19,23.7,92.9,17,3.3,AIZAWL,MIZORAM
9/27/2017,12:18:21,26.5,92.8,31,3,NAGAON,ASSAM
9/26/2017,4:19:59,-23.8,-176.4,104,6.5,SOUTH OF FIJI ISLAND,FIJI ISLANDS
9/25/2017,10:42:38,24.4,94.1,10,3.3,CHANDEL- MANIPUR,MANIPUR
9/24/2017,11:06:50,32.8,76.2,5,3.6,DISTT. CHAMBA,HIMACHAL PRADESH
9/24/2017,8:37:14,24.7,94.4,75,3,UKHRUL,MANIPUR
9/23/2017,12:53:06,16.9,-94.9,30,6.2,OAXACA,MEXICO
9/23/2017,0:14:13,34,74.7,150,4.5,JAMMU AND KASHMIR.,JAMMU & KASHMIR
9/21/2017,8:08:54,28.5,76.7,18,2.2,JHAJJAR,HARYANA
9/21/2017,22:35:56,24.3,93.6,38,3.1,CHURACHANDPUR,MANIPUR
9/21/2017,16:34:36,25,94.6,74,4,UKHRUL ,MANIPUR
9/21/2017,8:08:54,25.5,76.7,18,2.2,JHAJJAR,HARYANA
9/20/2017,20:09:50,-18.8,169,200,6.2,VANUATU ISLANDS,VANUATU
9/20/2017,16:37:24,38,144.6,10,6.2,OFF EAST COAST OF HONSHU,JAPAN
9/19/2017,18:14:34,18.5,-98.5,10,7,CENTRAL ,MEXICO
9/17/2017,14:48:23,13.6,91.8,10,4.4,ANDAMAN ISLANDS.,ANDAMAN & NICOBAR ISLANDS
9/15/2017,22:37:44,12.2,93.1,10,4.5,ANDAMAN AND NICOBAR ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
9/14/2017,3:40:34,24.4,93.9,40,3.2,THOUBAL,MANIPUR
9/11/2017,16:44:50,11,94.1,10,4.3,ANDAMAN ISLANDS REGION,ANDAMAN & NICOBAR ISLANDS
9/9/2017,14:18:59,27.9,96.3,10,3.2,LOHIT,ARUNACHAL PRADESH
9/8/2017,8:34:30,15.2,-93.9,35,6,NEAR COAST OF CHIAPAS MEXICO,MEXICO
9/8/2017,4:49:13,15,-93.8,10,8.1,NEAR COAST OF CHIAPAS,MEXICO
9/7/2017,14:32:00,25.2,90,10,4.4,INDIA- BANGLADESH,BANGLADESH
9/7/2017,11:10:19,36.9,71.7,65,5,AFGANISTAN-TAJIKISTAN BORDER REGION,AFGHANISTAN
9/6/2017,0:10:52,10,93.6,10,5.2,ANDAMAN ISLANDS,ANDAMAN & NICOBAR ISLANDS
9/5/2017,18:06:36,8.2,93.4,10,4.7,NICOBAR ISLANDS,ANDAMAN & NICOBAR ISLANDS
9/4/2017,8:08:00,-57.7,-25.3,25,6,SOUTH SANDWICH ISLANDS REGION,SANDWICH ISLAND
9/3/2017,6:52:11,9.2,93,10,5,NICOBAR ISLANDS,ANDAMAN & NICOBAR ISLANDS
9/2/2017,21:04:23,24.9,93.9,26,3.4,IMPHAL,MANIPUR
9/1/2017,3:11:31,26,94.5,13,3,ZUNHEBOTO,NAGALAND
8/31/2017,17:57:26,26.6,92.7,10,3.4,DISTT. SONITPUR ASSAM,ASSAM
8/31/2017,17:06:58,-1.1,99.9,46,6.2,SOUTHERN SUMATRA,INDONESIA
8/27/2017,8:05:09,17.1,73.9,5,3.3,KOYNA MAHARASHTRA,MAHARASHTRA
8/27/2017,4:17:50,-1.3,148.2,10,6.2,ADMIRALTY ISLANDS REGION,PAPUA NEW GUINEA
8/27/2017,4:05:58,24.9,94.1,30,3.2,SENAPATI,MANIPUR
8/23/2017,20:58:35,36,74.3,90,5,JAMMU & KASHMIR,JAMMU & KASHMIR
8/22/2017,15:22:07,30.5,79.9,10,4.2,DISTT. - CHAMOLI,UTTARAKHAND
8/22/2017,0:50:39,29.2,81.1,10,4.5,NEPAL,NEPAL
8/19/2017,16:52:32,17.3,73.7,10,4.5,DISTRICT SATARA,MAHARASHTRA
8/19/2017,2:00:52,-17.9,-178.8,530,6.2,FIJI ISLANDS REGION,FIJI ISLANDS
8/18/2017,2:59:22,-1.1,-13.6,10,6.6,NORTH OF ASCENSION ISLAND.,ATLANTIC OCEAN
8/17/2017,7:38:32,25.9,94.4,24,4.4,ZUNHEBOTO,NAGALAND
8/17/2017,3:52:32,26.6,95.4,60,3.8,MYANMAR- INDIA ( ARUNACHAL PRADESH ) BORDER REGION,ARUNACHAL PRADESH
8/16/2017,6:35:23,19.5,77.2,10,3,DISTT.HINGOLI,MAHARASHTRA
8/16/2017,3:26:48,32.7,76.3,10,4.1,CHAMBA,HIMACHAL PRADESH
8/16/2017,3:23:14,32.7,76.4,10,3.5,CHAMBA,HIMACHAL PRADESH
8/13/2017,3:08:16,-3.7,101.5,10,6.4,SOUTHERN SUMATRA,INDONESIA
8/11/2017,5:28:28,14,120.7,200,6.2,LUZON,PHILLIPPINES
8/11/2017,3:34:53,13.8,92.9,10,5,ANDAMAN ISLANDS,ANDAMAN & NICOBAR ISLANDS
8/11/2017,2:39:50,27.3,96.6,60,4.1,MYANMAR-INDIA (ARUNACHAL PRADESH) BORDER REGION,ARUNACHAL PRADESH
8/8/2017,23:27:51,44.5,82.7,10,6.5,NORTHERN XINJIANG,CHINA
8/8/2017,13:19:51,33.2,103.8,10,6.2,GANSU,CHINA
8/8/2017,0:35:37,24.4,93.5,35,4.3,CHURACHANDPUR,MANIPUR
8/7/2017,11:25:07,26.3,91.7,10,3.4,DISTT. KAMRUP,ASSAM
8/6/2017,3:48:32,6.3,94.9,10,4.9,NICOBAR ISLANDS,ANDAMAN & NICOBAR ISLANDS
8/5/2017,12:24:56,26.8,92.2,10,3.3,DARRANG,ASSAM
8/2/2017,18:18:08,24.4,93.4,65,5.4,CHURACHANDPUR,MANIPUR
7/31/2017,0:57:22,26.9,92.3,10,4,DARRANG.,ASSAM
7/29/2017,22:01:25,24.1,93.6,30,3.3,CHURACHANDPUR,MANIPUR
7/25/2017,18:28:00,26.3,93.1,28,3.2,KARBI ANGLONG,ASSAM
7/23/2017,21:43:45,26.9,95.8,108,3.5,MYANMAR -INDIA( ARUNACHAL PRADESH) BORDER REGION,ARUNACHAL PRADESH
7/22/2017,20:06:48,25.2,94.5,80,3.6,UKHRUL,MANIPUR
7/21/2017,0:23:38,24,92.1,20,3.9,NORTH TRIPURA,TRIPURA
7/20/2017,22:31:12,36.9,27.4,10,6.6,TURKEY,TURKEY
7/19/2017,13:48:14,33.1,76.4,5,3.4,DISTT. CHAMBA,HIMACHAL PRADESH
7/18/2017,23:11:55,25,94.2,10,3.2,UKHRUL-MANIPUR,MANIPUR
7/18/2017,17:05:17,24.7,94.1,10,3.4,SENAPATI,MANIPUR
7/18/2017,2:05:15,-16.4,-73.7,10,6.6,NEAR COAST OF PERU,PERU
7/17/2017,23:34:13,54.6,168.8,10,7.2,KOMANDORSKIYE OSTROVA REGION,RUSSIA
7/17/2017,20:20:26,24.9,95,113,4,MYANMAR- INDIA (MANIPUR) BORDER,MANIPUR
7/17/2017,13:24:41,24.3,91.7,10,3.5,INDIA-BANGLADESH BORDER REGION,BANGLADESH
7/17/2017,11:05:09,54.7,168.6,10,6.1,KOMANDORSKIYE OSTROVA REGION,RUSSIA
7/17/2017,9:47:26,26.8,89.2,10,3.4,WEST BENGAL,WEST BENGAL
7/15/2017,16:35:31,28.8,81.5,81,4.5,NEPAL,NEPAL
7/15/2017,2:25:35,30.6,77.7,10,3.3,SIRMAUR,HIMACHAL PRADESH
7/13/2017,5:03:33,23.6,94.2,90,4.8,MYANMAR--INDIA BORDER REGION,MYANMAR
7/13/2017,3:36:05,-4.7,153.2,10,6.4,NEW IRELAND REGION ,PAPUA NEW GUINEA
7/11/2017,7:00:11,-49.4,164.5,10,6.6,AUCKLAND ISLANDS,NEW ZEALAND
7/10/2017,23:28:30,27.1,93.8,10,3.1,DISTT.PAPUMPARE ARUNACHAL PRADESH,ARUNACHAL PRADESH
7/10/2017,21:38:59,30.4,79.2,70,3.8,CHAMOLI,UTTARAKHAND
7/9/2017,7:59:49,29.2,95.5,10,4.8,EASTERN XIZANG-INDIA (ARUNACHAL PRADESH) BORDER REGION,ARUNACHAL PRADESH
7/8/2017,18:08:37,27.5,92.5,15,3.2,DISTT. WEST KAMENG ,ARUNACHAL PRADESH
7/8/2017,11:21:01,27.3,88.5,10,3,EAST SIKKIM,SIKKIM
7/8/2017,10:12:31,34.6,73.5,10,5.2,INDIA (J&K) - PAKISTAN BORDER REGION,JAMMU & KASHMIR
7/6/2017,8:03:58,11.1,124.7,10,6.5,LEYTE,PHILLIPPINES
7/5/2017,9:37:23,25.9,90.3,10,3.3,DISTT. WEST GARO HILLS,MEGHALAYA
7/4/2017,10:05:47,27,92.1,10,3.5,WEST KAMENG,ARUNACHAL PRADESH
7/2/2017,5:27:44,24.3,94.4,80,4.9,MYANMAR-INDIA BORDER REGION,MYANMAR
7/2/2017,4:44:49,26.5,90,10,3.1,KOKAJHAR,ASSAM
7/2/2017,1:58:28,27.4,86.5,10,4.9,NEPAL,NEPAL
7/1/2017,7:01:15,23.8,94.4,81,5,MYANMAR- INDIA BORDER REGION,MYANMAR
6/29/2017,7:03:10,-30.9,179.8,10,6,KERMADEC ISLANDS REGION,PACIFIC OCEAN
6/27/2017,15:16:54,24.2,93.6,10,3,CHURACHANDPUR,MANIPUR
6/27/2017,14:02:55,25.1,93.9,10,3,SENAPATI,MANIPUR
6/24/2017,20:17:01,24.4,94.2,82,3.5,MANIPUR-CHANDEL,MANIPUR
6/22/2017,12:31:08,13.8,-90.9,90,6.6,EL SALVADOR,EL SALVADOR
6/21/2017,20:51:17,17,73.7,10,3.3,RATNAGIRI,MAHARASHTRA
6/21/2017,18:36:11,25.7,87.1,50,4.5,PURNIA,BIHAR
6/20/2017,4:31:58,27.1,92.5,10,3.5,WEST KAMENG,ARUNACHAL PRADESH
6/18/2017,22:35:44,24.7,93.9,10,4.4,IMPHAL,MANIPUR
6/16/2017,5:14:18,27,94.4,31,3.1,JORHAT,ASSAM
6/16/2017,5:14:18,27,94.4,31,3.1,JORHAT,ASSAM
6/15/2017,1:14:29,24.1,93.4,10,3,DISTT. CHURACHANDPUR,MANIPUR
6/14/2017,17:56:17,32.9,76.5,5,3.1,DISTT.CHAMBA,HIMACHAL PRADESH
6/14/2017,7:29:07,14.7,-92,130,6.7,MEXICO- GUATEMALA BORDER REGION,MEXICO
6/12/2017,12:28:39,39.1,26.4,10,6.4,TURKEY,TURKEY
6/12/2017,9:11:21,30.7,78.4,10,3,UTTARKASHI,UTTARAKHAND
6/9/2017,17:38:23,27.8,95.7,91,3.2,ASSAM,ASSAM
6/8/2017,22:19:21,32.7,74.7,10,3.2,J&K,JAMMU & KASHMIR
6/5/2017,16:40:07,24,92.1,96,3,TRIPURA,TRIPURA
6/3/2017,18:14:52,17.1,73.8,10,4.8,KOYANA,MAHARASHTRA
6/3/2017,2:42:59,17.1,73.8,10,4.8,INDIA-MAYANMAR BORDER,MYANMAR
6/2/2017,22:24:48,54.1,170.7,10,6.5,KAMCHATKA ISLAND,PACIFIC OCEAN
6/2/2017,18:31:48,27.9,76.5,10,2.9,ALWAR,RAJASTHAN
6/2/2017,2:43:15,28.8,76.7,22,3.2,ROHTAK,HARYANA
6/1/2017,22:55:56,28.8,76.7,22,5,ROHTAK,HARYANA
6/1/2017,12:13:47,25.5,93.9,10,3.2,MANIPUR,MANIPUR
5/30/2017,22:25:08,12.2,92.6,107,4.6,ANDMAN & NICOBAR ISLAND,ANDAMAN & NICOBAR ISLANDS
5/29/2017,15:19:25,33.4,73.9,10,3.5,J & K,JAMMU & KASHMIR
5/29/2017,14:43:17,26.7,88.8,30,3.7,WEST BENGAL,WEST BENGAL
5/29/2017,14:35:32,-1.5,120.2,10,6.6,INDONESIA,INDONESIA
5/29/2017,13:53:27,32.9,75.5,10,4.4,J&K,JAMMU & KASHMIR
5/26/2017,14:17:49,24.4,94,70,3.8,MANIPUR,MANIPUR
5/24/2017,13:54:54,23.9,94.3,95,3.7,INDIA-MAYANMAR BORDER,MYANMAR
5/22/2017,19:41:43,33.9,75.8,5,3.3,J & K,JAMMU & KASHMIR
5/21/2017,21:23:47,28.1,95.1,30,3.3,ARUNACHAL PRADESH,ARUNACHAL PRADESH
5/21/2017,17:38:36,13.6,94,10,4.6,ANDAMAN SEA,ANDAMAN & NICOBAR ISLANDS
5/21/2017,4:27:07,32.5,76.8,10,3.5,HIMACHAL PRADESH,HIMACHAL PRADESH
5/21/2017,0:41:31,32.8,76,10,2.8,HIMACHAL PRADESH,HIMACHAL PRADESH
5/20/2017,5:48:43,32.8,76.2,5,4.1,HIMACHAL PRADESH,HIMACHAL PRADESH
5/20/2017,3:41:46,32.8,76.2,10,3.6,HIMACHAL PRADESH,HIMACHAL PRADESH
5/19/2017,0:02:29,32.8,76.3,5,4.5,HIMACHAL PRADESH,HIMACHAL PRADESH
5/18/2017,21:53:09,32.8,76.2,5,2.8,HIMACHAL PRADESH,HIMACHAL PRADESH
5/18/2017,8:43:42,24.9,94.5,75,4,MANIPUR,MANIPUR
5/17/2017,17:45:50,13,93.9,10,5,ANDAMAN SEA,ANDAMAN & NICOBAR ISLANDS
5/16/2017,22:13:19,27.3,88.2,10,4,SIKKIM,SIKKIM
5/16/2017,14:04:41,11.4,94.8,10,4.4,ANDAMAN SEA,ANDAMAN & NICOBAR ISLANDS
5/15/2017,13:22:39,-4,152.6,10,6,PAPUA NEW GUINEA,PAPUA NEW GUINEA
5/12/2017,10:41:32,13,-90.6,40,6,PACIFIC OCEAN,PACIFIC OCEAN
5/10/2017,23:23:36,-56.5,-25.8,10,6.5,SOUTH ATLANTIC OCEAN,SOUTH ATLANTIC OCEAN
5/9/2017,13:52:13,-14.6,167.3,175,6.7,PORT VILA,PAPUA NEW GUINEA
5/9/2017,3:26:54,26.6,93.2,28,3.4,ASSAM,ASSAM
5/9/2017,1:53:55,26.3,92.7,25,3.7,ASSAM,ASSAM
5/8/2017,17:00:47,51.7,-178.5,10,6.1,KAMCHATKA ISLAND,PACIFIC OCEAN
5/6/2017,17:57:11,36.4,75.3,10,4.2,J & K,JAMMU & KASHMIR
5/6/2017,14:48:50,23.8,93.8,65,4.7,MAYANMAR,MYANMAR
5/5/2017,17:58:35,13.9,92.7,10,5,ANDAMAN SEA,ANDAMAN & NICOBAR ISLANDS
5/5/2017,5:09:36,39.3,71.5,10,6,TAJIKISTAN,TAJIKISTAN
5/3/2017,0:12:33,24.7,94.5,10,3.4,MANIPUR,MANIPUR
5/2/2017,17:47:33,27.61,96.31,10,3.3,ARUNACHAL PRADESH,ARUNACHAL PRADESH
5/2/2017,17:43:50,27.59,96.27,10,3.4,ARUNACHAL PRADESH,ARUNACHAL PRADESH
5/2/2017,9:51:40,32.9,75.5,19,3.6,J & K,JAMMU & KASHMIR
5/1/2017,14:18:18,60.1,-136.1,10,6,CANADA,CANADA
5/1/2017,12:31:57,60,-136.4,10,6.5,CANADA,CANADA
5/1/2017,6:50:57,13.8,93.1,10,4.7,A & N ISLAND,ANDAMAN & NICOBAR ISLANDS
4/29/2017,23:23:57,24.1,93.5,55,3.4,MANIPUR,MANIPUR
4/28/2017,20:23:15,5.5,125,10,6.8,PHILIPPINES,PHILLIPPINES
4/25/2017,16:14:53,25.6,90.6,10,4.3,EAST GARO HILLS,MEGHALAYA
4/24/2017,21:38:21,-33,-71.8,10,6.8,NEAR COAST OF CENTRAL CHILI,CHILE
4/24/2017,10:53:46,23.4,94.1,70,4.3,MAYANMAR-INDIA BORDER,MYANMAR
4/23/2017,1:39:24,31.6,77.9,5,3.8,KINNAUR,HIMACHAL PRADESH
4/18/2017,17:49:24,-2.6,-75.2,10,6.1,PERU-ECUADOR BORDER,PERU
4/18/2017,14:01:32,25.1,91.5,10,4.3,INDIA-BANGLADESH BORDER,BANGLADESH
4/18/2017,5:11:56,33.8,76.6,33,5,J AND K,JAMMU & KASHMIR
4/18/2017,2:11:24,31.6,77.9,5,3.8,KINNAUR,HIMACHAL PRADESH
4/18/2017,2:06:17,12.6,77.4,33,3.4,KARNATAKA,KARNATAKA
4/16/2017,23:09:53,30.5,79.1,10,3.5,RUDRAPRAYAG,UTTARAKHAND
4/16/2017,8:08:02,26.1,91.4,24,3.3,KAMRUP,ASSAM
4/15/2017,22:35:14,26,91,10,3.5,GOALPARA,ASSAM
4/15/2017,8:19:12,-25.5,-66.8,10,6.4,SALTA PROVINCE,ARGENTINA
4/13/2017,19:44:01,24.6,93.3,10,3,TAMENGLONG,MANIPUR
4/12/2017,17:34:33,23.9,93.9,10,3.2,MYANMAR-INDIA BORDER,MYANMAR
